S.No,Player,Nation,Pos,Squad,Comp,Age,Born,Matches,Min,Goals,Assist,G+A,CrdY,CrdR,FK,Tkl%,Lost,Pass
1720,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20,2004,18,825,0,0,0,2,0,0,65.5,10,4
1721,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29,1995,14,1005,0,1,1,1,1,0,75,3,7
1722,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32,1992,10,588,0,1,1,2,0,0,42.9,8,6
1723,Nobel Mendy,fr FRA,DF,Betis,es La Liga,19,2004,2,108,0,0,0,1,0,0,,0,2
1724,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26,1998,29,2280,0,1,1,2,0,0,50,33,23
1725,Alex Meret,it ITA,GK,Napoli,it Serie A,27,1997,34,3005,0,0,0,0,0,0,,0,1
1726,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28,1996,28,1586,7,2,9,4,1,0,55.6,16,13
1727,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22,2002,27,1589,1,3,4,1,0,0,56.3,7,16
1728,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25,1999,14,418,0,0,0,1,0,0,20,8,3
1729,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21,2003,13,456,0,1,1,0,0,0,87.5,1,8
1730,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33,1991,17,847,1,1,2,1,0,1,30,7,6
1731,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,24,1999,10,358,0,0,0,2,1,0,0,5,4
1732,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31,1993,10,900,0,0,0,1,0,0,57.1,3,6
1733,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,32,1991,30,1928,2,0,2,5,0,0,67.3,16,13
1734,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33,1991,2,180,0,0,0,0,0,0,,0,0
1735,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,16,2007,1,1,0,0,0,0,0,0,,0,0
1736,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19,2005,8,117,0,0,0,0,0,0,50,2,2
1737,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19,2005,1,32,0,0,0,1,0,0,0,2,0
1738,Miguel,es ESP,FW,Leganés,es La Liga,24,1999,34,1724,1,3,4,3,0,0,28.6,10,11
1739,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24,2000,21,1288,0,3,3,2,0,5,40.9,13,18
1740,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23,2000,34,1449,11,6,17,2,0,0,33.3,6,11
1741,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21,2003,3,26,0,0,0,0,0,0,,0,0
1742,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,26,1997,37,3330,5,2,7,4,0,0,79.4,7,17
1743,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18,2006,14,313,1,0,1,0,0,0,50,7,4
1744,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27,1997,37,3330,0,0,0,3,0,0,33.3,2,0
1745,Éder Militão,br BRA,DF,Real Madrid,es La Liga,26,1998,12,938,1,1,2,2,0,0,58.3,5,5
1746,Luis Milla,es ESP,MF,Getafe,es La Liga,29,1994,33,2875,1,4,5,6,0,4,48.6,37,25
1747,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,31,1992,20,456,3,0,3,3,0,1,5.6,17,8
1748,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22,2002,29,1843,6,5,11,9,0,0,34.3,23,27
1749,James Milner,eng ENG,MF,Brighton,eng Premier League,38,1986,4,170,0,0,0,1,0,0,100,0,2
1750,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27,1996,27,2283,2,0,2,2,0,0,52.4,10,13
1751,Yerry Mina,co COL,DF,Cagliari,it Serie A,29,1994,31,2569,1,0,1,6,1,0,76.9,12,24
1752,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29,1995,31,2231,6,3,9,4,0,0,35.7,27,25
1753,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,20,2004,10,715,1,0,1,0,0,0,46.2,7,3
1754,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31,1993,14,1120,0,0,0,1,0,0,100,0,2
1755,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1999,34,2729,4,6,10,6,1,8,37.7,43,30
1756,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,18,2006,3,22,0,0,0,0,0,0,,0,0
1757,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20,2004,32,1838,6,4,10,6,0,0,37.8,28,22
1758,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25,1999,17,869,2,1,3,0,0,0,28.6,5,4
1759,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27,1997,20,753,1,2,3,4,0,0,33.3,6,5
1760,Juan Miranda,es ESP,DF,Bologna,it Serie A,24,2000,31,2277,0,6,6,4,1,6,42.4,19,18
1761,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20,2003,25,1677,3,3,6,2,0,1,54.5,15,19
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24,1999,37,3092,0,5,5,2,0,0,54.3,21,56
1763,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27,1997,36,2603,10,4,14,1,0,0,38.8,30,45
1764,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27,1997,31,2469,1,7,8,5,0,0,72.6,20,36
1765,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1997,15,464,1,0,1,0,1,0,44.4,5,9
1766,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35,1989,31,2328,1,4,5,4,0,0,44.4,25,24
1767,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25,1999,4,11,0,0,0,0,0,0,0,2,0
1768,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,24,1999,20,608,0,1,1,1,0,0,77.8,2,10
1769,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38,1985,35,1827,2,6,8,7,0,1,43.8,18,12
1770,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,12,451,0,0,0,2,0,0,50,1,4
1771,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25,1999,5,58,1,0,1,0,0,0,,0,0
1772,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26,1997,30,1252,5,0,5,3,0,2,33.3,8,8
1773,Johan Mojica,co COL,DF,Mallorca,es La Liga,31,1992,36,2755,1,2,3,5,0,4,47.5,21,8
1774,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20,2004,2,22,0,0,0,0,0,0,,0,0
1775,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20,2003,35,2714,6,1,7,5,0,0,37.5,30,24
1776,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26,1998,30,1590,0,3,3,1,0,0,55.4,25,13
1777,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32,1991,9,242,0,0,0,1,0,0,100,0,2
1778,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26,1998,32,2099,0,0,0,8,0,0,51.7,29,31
1779,Jeremy Monga,,"FW,MF",Leicester City,eng Premier League,,,7,112,0,0,0,0,0,0,100,0,1
1780,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,27,1997,6,113,0,0,0,1,0,0,75,1,0
1781,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28,1996,36,3240,0,0,0,0,0,0,25,3,0
1782,Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,16,2007,10,366,0,1,1,0,0,0,0,4,2
1783,Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31,1992,16,1099,5,0,5,5,0,0,62.5,3,5
1784,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23,2001,26,907,0,0,0,5,0,0,61.9,8,9
1785,Diego Moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,19,2004,32,2568,2,7,9,4,1,1,48,26,19
1786,Alberto Moreno,es ESP,DF,Como,it Serie A,32,1992,24,1727,0,0,0,4,0,0,46.2,14,9
1787,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,eng Premier League,31,1993,15,955,0,1,1,2,0,0,38.5,24,6
1788,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32,1992,17,721,3,2,5,0,0,0,25,9,0
1789,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,20,2003,4,144,0,0,0,0,0,0,100,0,4
1790,Xavier Moreno,es ESP,FW,Valladolid,es La Liga,19,2004,1,45,0,0,0,0,0,0,,0,0
1791,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27,1996,31,2021,3,2,5,5,0,0,27.8,26,15
1792,Mateu Morey,es ESP,DF,Mallorca,es La Liga,24,2000,16,741,0,0,0,1,0,0,54.5,10,11
1793,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21,2003,33,2132,1,1,2,9,1,0,56.1,25,25
1794,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25,1999,23,1338,0,0,0,7,0,0,60,12,11
1795,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26,1998,22,1208,0,2,2,1,0,1,66.7,11,11
1796,Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21,2002,33,2341,4,5,9,2,0,0,40.6,19,8
1797,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,32,1991,33,2751,1,1,2,10,0,0,43.5,35,21
1798,Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,18,2005,6,84,0,0,0,1,0,0,33.3,2,2
1799,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20,2004,37,3319,1,0,1,6,0,0,77.5,9,13
1800,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24,1999,35,1375,5,1,6,4,0,0,6.7,14,10
1801,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23,2001,5,441,0,0,0,2,0,0,64.3,5,3
1802,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26,1998,31,2104,5,2,7,3,0,0,50,4,17
1803,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19,2005,14,946,0,0,0,3,0,0,77.8,2,8
1804,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23,2001,22,1039,0,1,1,2,0,0,43.5,13,13
1805,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19,2004,11,204,2,1,3,0,0,0,50,1,2
1806,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,29,1994,16,347,1,0,1,2,0,0,0,1,0
1807,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,25,1999,17,622,1,0,1,3,0,0,75,3,10
1808,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,22,2002,25,1849,0,1,1,7,0,0,55.3,17,15
1809,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,24,1045,0,1,1,2,0,0,59.5,15,14
1810,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,19,2004,1,28,0,0,0,0,0,0,,0,0
1811,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23,2001,7,151,0,0,0,0,0,0,,0,2
1812,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,19,2004,22,1190,0,1,1,4,0,0,58.6,12,14
1813,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26,1997,15,899,1,0,1,4,0,0,66.7,6,10
1814,Florian Müller,de GER,GK,Freiburg,de Bundesliga,26,1997,9,753,0,0,0,0,0,0,,0,0
1815,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33,1991,33,2939,0,0,0,0,0,0,100,0,0
1816,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31,1993,6,475,0,0,0,0,0,0,,0,0
1817,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34,1989,30,1225,1,4,5,3,0,0,25,12,10
1818,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26,1998,24,2017,2,1,3,6,1,0,63,10,11
1819,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28,1996,14,1078,2,1,3,0,0,0,56.5,10,13
1820,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28,1996,19,1692,4,2,6,5,0,0,57.9,16,24
1821,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23,2001,31,964,8,1,9,1,0,0,100,0,7
1822,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26,1997,21,1098,0,0,0,5,0,0,50,14,5
1823,Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30,1994,21,1415,3,0,3,3,0,0,55.3,17,17
1824,Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28,1996,37,3228,4,5,9,10,0,0,56.7,42,34
1825,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21,2002,23,610,0,1,1,2,0,0,33.3,6,7
1826,Javier Muñoz,es ESP,"MF,DF",Las Palmas,es La Liga,29,1995,35,2588,1,3,4,5,0,0,34.8,30,23
1827,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,es La Liga,21,2003,2,36,0,0,0,0,0,0,,0,0
1828,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,25,1998,18,1620,0,0,0,1,0,0,0,2,0
1829,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22,2002,36,3188,2,0,2,6,0,3,58.7,19,24
1830,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30,1994,29,2058,7,2,9,1,2,0,42.9,4,6
1831,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,29,1995,35,2360,8,12,20,4,0,0,45.5,24,31
1832,Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,20,2003,1,3,0,0,0,0,0,0,,0,0
1833,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,21,2002,29,1571,0,2,2,5,0,0,70.6,5,8
1834,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21,2003,25,1798,12,2,14,3,0,0,41.4,17,30
1835,Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26,1998,9,168,0,0,0,0,0,1,100,0,0
1836,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28,1996,10,386,1,1,2,0,0,0,63.6,4,2
1837,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30,1994,1,90,0,0,0,0,0,0,,0,0
1838,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30,1994,2,180,0,0,0,0,0,0,,0,0
1839,Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,21,2003,6,127,0,0,0,0,0,0,,0,0
1840,Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21,2003,11,952,1,2,3,1,1,2,57.9,8,7
1841,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21,2003,8,296,0,0,0,0,0,0,55.6,4,2
1842,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,30,1994,32,2607,1,4,5,7,0,0,41.3,27,21
1843,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25,1999,35,3082,1,2,3,4,0,0,51.8,27,15
1844,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27,1997,28,2188,3,4,7,6,0,0,37.8,28,21
1845,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,24,1999,38,3420,0,1,1,2,0,0,66.7,7,16
1846,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,23,2000,11,306,0,0,0,0,0,0,66.7,1,4
1847,Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,20,2003,2,13,0,0,0,1,0,0,50,1,1
1848,Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,24,2000,19,828,2,1,3,0,0,0,54.5,5,6
1849,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,15,2008,8,181,0,0,0,0,0,0,40,3,1
1850,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25,1999,22,1308,0,0,0,3,1,0,52.2,11,15
1851,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,25,1999,26,2306,1,2,3,1,0,0,77.8,8,18
1852,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,20,2003,15,383,1,0,1,2,0,1,66.7,2,5
1853,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19,2005,12,430,2,0,2,1,0,1,80,1,3
1854,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24,2000,32,2649,11,2,13,5,0,1,35.5,20,20
1855,Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22,2002,31,2107,6,4,10,1,0,1,36.4,14,21
1856,Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19,2005,3,154,0,0,0,0,0,0,50,4,3
1857,Nikolas Nartey,dk DEN,MF,Stuttgart,de Bundesliga,24,2000,1,22,0,0,0,0,0,0,,0,0
1858,Matija Nastasić,rs SRB,DF,Leganés,es La Liga,31,1993,26,2110,1,0,1,3,0,0,68,8,9
1859,Natan,br BRA,DF,Betis,es La Liga,23,2001,31,2175,1,1,2,5,1,0,86.7,4,10
1860,Pau Navarro,es ESP,DF,Villarreal,es La Liga,19,2005,17,916,0,0,0,1,0,0,48.7,20,7
1861,Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,22,2002,23,1278,1,0,1,3,0,0,47.4,10,18
1862,Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,38,1985,15,424,1,0,1,0,0,0,0,3,1
1863,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24,2000,35,2409,1,1,2,5,1,0,51.7,14,15
1864,Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,25,1998,23,1932,3,0,3,5,0,0,59.3,11,16
1865,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,24,2000,33,2430,9,0,9,3,0,0,44.9,27,25
1866,Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,19,2005,15,441,0,0,0,0,0,0,25,3,1
1867,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,22,2001,27,1061,1,0,1,2,0,0,44,14,11
1868,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,27,1996,28,2324,0,5,5,8,0,0,49.2,31,28
1869,Wilfried Ndollo,cm CMR,DF,Montpellier,fr Ligue 1,19,2005,8,401,0,0,0,0,0,0,50,4,8
1870,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,27,1996,18,1131,1,2,3,2,0,0,60,8,9
1871,Cher Ndour,it ITA,"MF,DF",Fiorentina,it Serie A,20,2004,9,406,0,0,0,1,0,0,20,8,4
1872,Dan Ndoye,ch SUI,FW,Bologna,it Serie A,23,2000,30,2143,8,4,12,4,0,0,57.1,12,23
1873,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,21,2002,31,2345,10,4,14,5,1,0,31.4,24,50
1874,Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,18,2005,5,126,0,0,0,0,0,0,66.7,1,1
1875,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,18,2005,10,479,0,0,0,1,0,0,60,4,2
1876,Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,33,1991,31,2459,0,0,0,4,0,0,64.1,23,14
1877,Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,23,2000,1,71,0,0,0,0,0,0,50,1,1
1878,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,24,1999,1,3,0,0,0,0,0,0,0,1,0
1879,Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,24,1999,11,487,1,1,2,1,0,0,38.5,8,11
1880,Victor Nelsson,dk DEN,DF,Roma,it Serie A,25,1998,4,187,0,0,0,0,0,0,60,2,1
1881,David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,23,2001,24,2137,0,1,1,3,0,0,58.1,18,18
1882,David Neres,br BRA,FW,Napoli,it Serie A,27,1997,28,1283,2,4,6,1,0,0,66.7,5,7
1883,Neto,br BRA,GK,Bournemouth,eng Premier League,35,1989,2,180,0,0,0,0,0,0,,0,0
1884,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,24,2000,35,2269,4,6,10,8,0,0,42.9,12,12
1885,Luca Netz,de GER,DF,Gladbach,de Bundesliga,21,2003,24,969,0,2,2,2,0,0,68.4,6,13
1886,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,38,1986,22,1980,0,0,0,0,0,0,100,0,0
1887,Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,27,1997,18,382,0,1,1,1,0,0,41.2,10,7
1888,João Neves,pt POR,"MF,DF",Paris S-G,fr Ligue 1,19,2004,29,1844,3,8,11,1,0,0,60,18,20
1889,Yvan Neyou,cm CMR,MF,Leganés,es La Liga,27,1997,30,2312,1,1,2,14,0,0,46.8,25,30
1890,Cyril Ngonge,be BEL,FW,Napoli,it Serie A,24,2000,18,216,0,0,0,2,0,0,57.1,3,3
1891,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20,2004,11,688,0,0,0,1,1,0,77.8,2,5
1892,Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,19,2005,8,289,0,0,0,0,0,0,100,0,1
1893,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,17,2006,1,13,0,0,0,0,0,0,,0,0
1894,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,28,1996,31,2726,0,0,0,2,0,0,75,8,9
1895,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,22,2002,22,1707,1,0,1,4,1,0,67.6,12,12
1896,Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,25,1999,24,943,3,1,4,0,0,0,100,0,5
1897,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,22,2002,6,518,0,0,0,3,1,0,83.3,1,1
1898,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,27,1997,7,623,0,1,1,0,0,0,60,2,5
1899,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,26,1997,19,1639,0,0,0,0,0,0,,0,1
1900,Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24,2000,35,2861,4,2,6,7,1,19,45.3,35,27
1901,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,23,2001,8,154,0,0,0,1,0,0,20,4,1
1902,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,21,2003,2,35,0,0,0,1,0,0,,0,1
1903,Saúl Ñíguez,es ESP,MF,Sevilla,es La Liga,29,1994,24,1553,1,6,7,8,1,2,38.7,19,23
1904,Eybi Nije,se SWE,"FW,MF",Torino,it Serie A,19,2005,16,394,1,0,1,1,0,0,0,3,4
1905,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,es La Liga,24,1999,13,858,0,0,0,2,0,0,61.5,5,13
1906,Adrian Niño,es ESP,FW,Atlético Madrid,es La Liga,20,2004,1,12,0,0,0,0,0,0,,0,0
1907,Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,23,2000,26,952,3,2,5,1,0,0,60,2,5
1908,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,eng Premier League,25,1999,29,1034,3,1,4,6,1,0,53.8,6,9
1909,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,23,2000,12,382,0,0,0,1,0,0,57.1,3,3
1910,Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,26,1997,27,921,3,2,5,2,0,0,75,2,7
1911,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,23,2000,26,1509,4,1,5,3,0,0,54.5,10,15
1912,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,1998,19,467,3,0,3,1,0,0,0,1,3
1913,Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26,1998,16,1166,4,1,5,2,0,0,52.4,10,12
1914,Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,de Bundesliga,26,1998,6,80,0,0,0,0,0,0,100,0,1
1915,Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,20,2004,14,719,0,0,0,0,0,0,81.8,2,10
1916,Tijjani Noslin,nl NED,"FW,MF",Lazio,it Serie A,25,1999,30,861,2,2,4,2,0,0,12.5,7,14
1917,Hugo Novoa,es ESP,"DF,MF",Alavés,es La Liga,21,2003,5,237,0,0,0,0,0,0,100,0,1
1918,Plamedi Nsingi,,MF,Nantes,fr Ligue 1,23,2000,1,16,0,0,0,0,0,0,0,1,0
1919,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,26,1997,24,1129,3,0,3,6,0,0,41.7,7,11
1920,Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,20,2003,23,1052,3,1,4,2,0,0,44.4,15,8
1921,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,27,1996,34,3060,0,1,1,0,0,0,0,1,0
1922,Gustavo Nunes,br BRA,"FW,MF",Brentford,eng Premier League,18,2005,3,12,0,0,0,0,0,0,100,0,0
1923,Matheus Nunes,pt POR,"DF,MF",Manchester City,eng Premier League,25,1998,26,1674,1,6,7,4,0,0,42.1,22,13
1924,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25,1999,30,1133,5,2,7,8,0,0,38.9,11,6
1925,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,27,1997,10,645,0,0,0,4,0,0,57.1,3,0
1926,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,de Bundesliga,19,2005,25,1558,3,3,6,0,0,0,50,18,20
1927,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,eng Premier League,17,2007,26,895,4,2,6,1,0,1,33.3,14,6
1928,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,33,1990,30,2673,0,0,0,2,0,0,60,2,0
1929,Allan Nyom,cm CMR,"DF,MF",Getafe,es La Liga,36,1988,20,887,1,2,3,4,0,0,88.2,2,2
1930,Rabby Nzingoula,cg CGO,MF,Montpellier,fr Ligue 1,18,2005,27,1689,1,0,1,11,0,0,46.6,31,22
1931,M'Bala Nzola,ao ANG,FW,Lens,fr Ligue 1,27,1996,21,1460,6,1,7,3,1,0,33.3,6,8
1932,Marwann Nzuzi,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,2004,2,125,0,0,0,2,0,0,50,1,0
1933,Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,30,1994,34,2819,5,4,9,8,1,0,59.3,33,32
1934,Jake O'Brien,ie IRL,DF,Everton,eng Premier League,23,2001,20,1571,2,0,2,5,0,0,68,8,13
1935,Matt O'Riley,dk DEN,MF,Brighton,eng Premier League,23,2000,21,938,2,2,4,1,0,2,30.8,9,4
1936,Dara O'Shea,ie IRL,DF,Ipswich Town,eng Premier League,25,1999,35,3122,0,2,2,6,0,0,64.7,12,12
1937,Adam Obert,sk SVK,DF,Cagliari,it Serie A,21,2002,21,1077,1,1,2,4,0,0,59.3,11,12
